id,departement-nom,titulaire-profession,titulaire-soutien,date,titulaire-soutien-harmo
EL191_L_1993_03_031_08_1_PF_10,Haute-Garonne,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_033_01_1_PF_01,Gironde,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_033_01_1_PF_02,Gironde,instituteur,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_01_1_PF_03,Gironde,professeur agrégé,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_01_1_PF_04,Gironde,cadre commercial,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_01_1_PF_05,Gironde,non mentionné,Rassemblement pour la République,21/03/1993,RPR
EL191_L_1993_03_033_01_1_PF_06,Gironde,non mentionné,Front national,21/03/1993,Front national
EL191_L_1993_03_033_01_1_PF_07,Gironde,Air France,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_033_01_1_PF_08,Gironde,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_033_10_1_PF_01,Gironde,dessinateur,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_10_1_PF_02,Gironde,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_10_1_PF_03,Gironde,conseiller emploi,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_10_1_PF_04,Gironde,viticulteur agrobiologiste,indépendant,21/03/1993,Indépendant
EL191_L_1993_03_033_10_1_PF_05,Gironde,professeur espagnol lycée,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_10_1_PF_06,Gironde,kinésithérapeute,Union pour la démocratie française,21/03/1993,UDF
EL191_L_1993_03_033_10_1_PF_07,Gironde,non mentionné,Mouvement rénovateur nouvelle génération,21/03/1993,Divers centre / rénovation
EL191_L_1993_03_033_10_1_PF_08,Gironde,administrateur territorial,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_10_1_PF_09,Gironde,médecin colonel honoraire,Front national,21/03/1993,Front national
EL191_L_1993_03_033_10_1_PF_10,Gironde,artisan imprimeur,Parti national démocrate,21/03/1993,Parti national démocrate
EL191_L_1993_03_033_11_1_PF_01,Gironde,avocat,Chasse pêche nature traditions,21/03/1993,CPNT
EL191_L_1993_03_033_11_1_PF_02,Gironde,instituteur,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_11_1_PF_03,Gironde,cadre commercial,Front national,21/03/1993,Front national
EL191_L_1993_03_033_11_1_PF_04,Gironde,avocat,Union pour la démocratie française,21/03/1993,UDF
EL191_L_1993_03_033_11_1_PF_05,Gironde,ingénieur,sans étiquette,21/03/1993,Sans parti
EL191_L_1993_03_033_11_1_PF_06,Gironde,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_11_1_PF_07,Gironde,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_11_1_PF_08,Gironde,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_033_02_1_PF_01,Gironde,avocat,Front national,21/03/1993,Front national
EL191_L_1993_03_033_02_1_PF_02,Gironde,enseignant,Ligue communiste révolutionnaire,21/03/1993,Ligue communiste révolutionnaire
EL191_L_1993_03_033_02_1_PF_03,Gironde,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_02_1_PF_04,Gironde,ingénieur commercial,Mouvement des radicaux de gauche,21/03/1993,Mouvement des radicaux de gauche
EL191_L_1993_03_033_02_1_PF_05,Gironde,médecin,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_02_1_PF_06,Gironde,avocat,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_02_1_PF_07,Gironde,commercial,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_033_02_1_PF_08,Gironde,chef d'entreprise,aucun parti politique,21/03/1993,Sans parti
EL191_L_1993_03_033_02_1_PF_09,Gironde,antiquaire-galeriste,Arc en ciel,21/03/1993,Écologistes divers
EL191_L_1993_03_033_02_1_PF_10,Gironde,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_02_1_PF_11,Gironde,agent de service,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_033_03_1_PF_01,Gironde,non mentionné,Mouvement des démocrates,21/03/1993,Centre démocrate modéré
EL191_L_1993_03_033_03_1_PF_02,Gironde,ébéniste,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_033_03_1_PF_03,Gironde,non mentionné,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_03_1_PF_04,Gironde,éducatrice Institut des jeunes sourds,Ligue communiste révolutionnaire,21/03/1993,Ligue communiste révolutionnaire
EL191_L_1993_03_033_03_1_PF_05,Gironde,non mentionné,Parti des travailleurs,21/03/1993,Parti des travailleurs
EL191_L_1993_03_033_03_1_PF_06,Gironde,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_033_03_1_PF_07,Gironde,non mentionné,Front national,21/03/1993,Front national
EL191_L_1993_03_033_03_1_PF_08,Gironde,technicien logistique,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_03_1_PF_09,Gironde,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_03_1_PF_10,Gironde,non mentionné,Rassemblement pour la République,21/03/1993,RPR
EL191_L_1993_03_033_03_1_PF_11,Gironde,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_03_1_PF_12,Gironde,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_033_04_1_PF_01,Gironde,non mentionné,Rassemblement pour la République,21/03/1993,RPR
EL191_L_1993_03_033_04_1_PF_02,Gironde,non mentionné,libre,21/03/1993,Sans parti
EL191_L_1993_03_033_04_1_PF_03,Gironde,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_04_1_PF_04,Gironde,professeur agrégé mathématiques lycée,Unitat d'Oc,21/03/1993,Régionaliste
EL191_L_1993_03_033_04_1_PF_05,Gironde,non mentionné,Front national,21/03/1993,Front national
EL191_L_1993_03_033_04_1_PF_06,Gironde,orthophoniste,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_04_1_PF_07,Gironde,ouvrier électricien,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_033_04_1_PF_08,Gironde,médecin endocrinologue,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_04_1_PF_09,Gironde,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_05_1_PF_01,Gironde,non mentionné,Rassemblement pour la République,21/03/1993,RPR
EL191_L_1993_03_033_05_1_PF_02,Gironde,non mentionné,Chasse pêche nature traditions,21/03/1993,CPNT
EL191_L_1993_03_033_05_1_PF_03,Gironde,négociant vins,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_05_1_PF_04,Gironde,agent hospitalier,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_033_05_1_PF_05,Gironde,ingénieur EDF GDF,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_05_1_PF_06,Gironde,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_05_1_PF_07,Gironde,négociant vins,Front national,21/03/1993,Front national
EL191_L_1993_03_033_05_1_PF_08,Gironde,informaticien,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_033_06_1_PF_01,Gironde,professeur géographie,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_06_1_PF_02,Gironde,ingénieur secteur industriel,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_06_1_PF_03,Gironde,dessinateur Equipement,Parti des travailleurs,21/03/1993,Parti des travailleurs
EL191_L_1993_03_033_06_1_PF_04,Gironde,non mentionné,Front national,21/03/1993,Front national
EL191_L_1993_03_033_06_1_PF_05,Gironde,ouvrière électronique,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_033_06_1_PF_06,Gironde,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_06_1_PF_07,Gironde,technicien Dassault,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_06_1_PF_08,Gironde,directeur établissement d'enseignement,Alliance populaire,21/03/1993,Divers droite
EL191_L_1993_03_033_06_1_PF_09,Gironde,opérateur de loisirs de plein air,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_06_1_PF_10,Gironde,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_033_06_1_PF_11,Gironde,agent d'exploitation La Poste Chèques postaux,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_033_07_1_PF_01,Gironde,aide-soignant,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL191_L_1993_03_033_07_1_PF_02,Gironde,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_07_1_PF_03,Gironde,ingénieur Travaux publics,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_07_1_PF_04,Gironde,physicien,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_07_1_PF_05,Gironde,avocat Cour,Chasse pêche nature traditions,21/03/1993,CPNT
EL191_L_1993_03_033_07_1_PF_06,Gironde,universitaire,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_07_1_PF_07,Gironde,dessinateur industriel,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_033_07_1_PF_08,Gironde,chargé de cours Faculté de Droit,Union pour la démocratie française,21/03/1993,UDF
EL191_L_1993_03_033_07_1_PF_09,Gironde,ingénieur,Front national,21/03/1993,Front national
EL191_L_1993_03_033_07_1_PF_10,Gironde,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_033_08_1_PF_01,Gironde,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_08_1_PF_02,Gironde,non mentionné,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_08_1_PF_03,Gironde,industriel,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_08_1_PF_04,Gironde,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_08_1_PF_05,Gironde,attaché administration,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL191_L_1993_03_033_08_1_PF_06,Gironde,non mentionné,Union pour la démocratie française,21/03/1993,UDF
EL191_L_1993_03_033_08_1_PF_07,Gironde,chirurgien,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_08_1_PF_08,Gironde,non mentionné,Front national,21/03/1993,Front national
EL191_L_1993_03_033_08_1_PF_09,Gironde,non mentionné,Chasse pêche nature traditions,21/03/1993,CPNT
EL191_L_1993_03_033_08_1_PF_10,Gironde,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL191_L_1993_03_033_09_1_PF_01,Gironde,non mentionné,Union pour la démocratie française,21/03/1993,UDF
EL191_L_1993_03_033_09_1_PF_02,Gironde,non mentionné,Chasse pêche nature traditions,21/03/1993,CPNT
EL191_L_1993_03_033_09_1_PF_03,Gironde,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL191_L_1993_03_033_09_1_PF_04,Gironde,non mentionné,Génération écologie,21/03/1993,Génération écologie
EL191_L_1993_03_033_09_1_PF_05,Gironde,docteur-vétérinaire,Front national,21/03/1993,Front national
EL191_L_1993_03_033_09_1_PF_06,Gironde,non mentionné,non mentionné,21/03/1993,Non mentionné
EL191_L_1993_03_033_09_1_PF_07,Gironde,artisan,Alliance populaire,21/03/1993,Divers droite
EL191_L_1993_03_033_09_1_PF_08,Gironde,non mentionné,Centre national des indépendants et paysans,21/03/1993,CNIP / Indépendants et paysans
EL191_L_1993_03_033_09_1_PF_09,Gironde,non mentionné,Mouvement des démocrates,21/03/1993,Centre démocrate modéré
EL191_L_1993_03_033_09_1_PF_10,Gironde,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL192_L_1993_03_055_01_1_PF_01,Meuse,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL192_L_1993_03_055_01_1_PF_02,Meuse,non mentionné,Présence socialiste,21/03/1993,Socialiste indépendant / social-démocrate
EL192_L_1993_03_055_01_1_PF_03,Meuse,médecin généraliste,Verts,21/03/1993,Les Verts
EL192_L_1993_03_055_01_1_PF_04,Meuse,agent de maîtrise,Parti du ras le bol,21/03/1993,Liste protestataire
EL192_L_1993_03_055_01_1_PF_05,Meuse,dessinateur,Association des usagers de l'administration et des services publics,21/03/1993,Liste citoyenne
EL192_L_1993_03_055_01_1_PF_06,Meuse,sous-préfet,Union pour la démocratie française,21/03/1993,UDF
EL192_L_1993_03_055_01_1_PF_07,Meuse,artisan,Front national,21/03/1993,Front national
EL192_L_1993_03_055_01_1_PF_08,Meuse,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL192_L_1993_03_055_02_1_PF_01,Meuse,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL192_L_1993_03_055_02_1_PF_02,Meuse,non mentionné,Parti socialiste,21/03/1993,Parti socialiste
EL192_L_1993_03_055_02_1_PF_03,Meuse,sidérurgiste,non mentionné,21/03/1993,Non mentionné
EL192_L_1993_03_055_02_1_PF_04,Meuse,professeur école hôtelière,Verts,21/03/1993,Les Verts
EL192_L_1993_03_055_02_1_PF_05,Meuse,cadre commercial,Parti du ras le bol,21/03/1993,Liste protestataire
EL192_L_1993_03_055_02_1_PF_06,Meuse,préfet,Union pour la démocratie française,21/03/1993,UDF
EL192_L_1993_03_055_02_1_PF_07,Meuse,non mentionné,non mentionné,21/03/1993,Non mentionné
EL192_L_1993_03_055_02_1_PF_08,Meuse,non mentionné,non mentionné,21/03/1993,Non mentionné
EL192_L_1993_03_055_02_1_PF_09,Meuse,gynécologue,non mentionné,21/03/1993,Non mentionné
EL192_L_1993_03_055_02_1_PF_10,Meuse,commerçant,Front national,21/03/1993,Front national
EL192_L_1993_03_055_02_1_PF_11,Meuse,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL196_L_1993_03_080_01_1_PF_01,Somme,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL196_L_1993_03_080_01_1_PF_02,Somme,employé municipal,Ligue communiste révolutionnaire,21/03/1993,Ligue communiste révolutionnaire
EL196_L_1993_03_080_01_1_PF_03,Somme,instituteur,Front national,21/03/1993,Front national
EL196_L_1993_03_080_01_1_PF_04,Somme,non mentionné,Union pour la démocratie française,21/03/1993,UDF
EL196_L_1993_03_080_01_1_PF_05,Somme,avocat,Génération écologie,21/03/1993,Génération écologie
EL196_L_1993_03_080_01_1_PF_06,Somme,non mentionné,non mentionné,21/03/1993,Non mentionné
EL196_L_1993_03_080_01_1_PF_07,Somme,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL196_L_1993_03_080_01_1_PF_08,Somme,non mentionné,non mentionné,21/03/1993,Non mentionné
EL196_L_1993_03_080_01_1_PF_09,Somme,non mentionné,indépendant,21/03/1993,Indépendant
EL196_L_1993_03_080_01_1_PF_10,Somme,non mentionné,non mentionné,21/03/1993,Non mentionné
EL196_L_1993_03_080_01_1_PF_11,Somme,salarié Dunlop,Région verte,21/03/1993,Écologistes divers
EL196_L_1993_03_080_02_1_PF_01,Somme,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL196_L_1993_03_080_02_1_PF_02,Somme,non mentionné,Front national,21/03/1993,Front national
EL196_L_1993_03_080_02_1_PF_03,Somme,non mentionné,Parti socialiste,21/03/1993,Parti socialiste
EL196_L_1993_03_080_02_1_PF_04,Somme,non mentionné,Verts,21/03/1993,Les Verts
EL196_L_1993_03_080_02_1_PF_05,Somme,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL196_L_1993_03_080_02_1_PF_06,Somme,non mentionné,Union pour la démocratie française,21/03/1993,UDF
EL196_L_1993_03_080_02_1_PF_07,Somme,non mentionné,Parti de la loi naturelle,21/03/1993,Parti de la loi naturelle
EL196_L_1993_03_080_03_1_PF_01,Somme,non mentionné,Génération écologie,21/03/1993,Génération écologie
EL196_L_1993_03_080_03_1_PF_02,Somme,secrétaire attachée,Front national,21/03/1993,Front national
EL196_L_1993_03_080_03_1_PF_03,Somme,non mentionné,non mentionné,21/03/1993,Non mentionné
EL196_L_1993_03_080_03_1_PF_04,Somme,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL196_L_1993_03_080_03_1_PF_05,Somme,artisan,non mentionné,21/03/1993,Non mentionné
EL196_L_1993_03_080_03_1_PF_06,Somme,non mentionné,Union pour la démocratie française,21/03/1993,UDF
EL196_L_1993_03_080_04_1_PF_01,Somme,non mentionné,Génération écologie,21/03/1993,Génération écologie
EL196_L_1993_03_080_04_1_PF_02,Somme,psychologue,Parti communiste français,21/03/1993,Parti communiste français
EL196_L_1993_03_080_04_1_PF_03,Somme,non mentionné,aucun parti politique,21/03/1993,Sans parti
EL196_L_1993_03_080_04_1_PF_04,Somme,non mentionné,Union pour la démocratie française,21/03/1993,UDF
EL196_L_1993_03_080_04_1_PF_05,Somme,non mentionné,Mouvement des citoyens,21/03/1993,Gauche non communiste
EL196_L_1993_03_080_04_1_PF_06,Somme,gérant SARL,Front national,21/03/1993,Front national
EL196_L_1993_03_080_04_1_PF_07,Somme,instituteur,non mentionné,21/03/1993,Non mentionné
EL196_L_1993_03_080_05_1_PF_01,Somme,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL196_L_1993_03_080_05_1_PF_02,Somme,professeur sciences naturelles,Génération écologie,21/03/1993,Génération écologie
EL196_L_1993_03_080_05_1_PF_03,Somme,représentant de commerce,Front national,21/03/1993,Front national
EL196_L_1993_03_080_05_1_PF_04,Somme,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL196_L_1993_03_080_05_1_PF_05,Somme,administrateur sociétés,non mentionné,21/03/1993,Non mentionné
EL196_L_1993_03_080_05_1_PF_06,Somme,non mentionné,Parti socialiste,21/03/1993,Parti socialiste
EL196_L_1993_03_080_05_1_PF_07,Somme,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL196_L_1993_03_080_06_1_PF_01,Somme,non mentionné,Lutte ouvrière,21/03/1993,Lutte ouvrière
EL196_L_1993_03_080_06_1_PF_02,Somme,non mentionné,non mentionné,21/03/1993,Non mentionné
EL196_L_1993_03_080_06_1_PF_03,Somme,non mentionné,Front national,21/03/1993,Front national
EL196_L_1993_03_080_06_1_PF_04,Somme,professeur droit et économie,Union pour la démocratie française,21/03/1993,UDF
EL196_L_1993_03_080_06_1_PF_05,Somme,professeur agriculture,Génération écologie,21/03/1993,Génération écologie
EL196_L_1993_03_080_06_1_PF_06,Somme,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL196_L_1993_03_080_06_1_PF_07,Somme,non mentionné,Nouveaux écologistes du rassemblement nature et animaux,21/03/1993,NERA
EL197_L_1993_03_089_01_1_PF_01,Yonne,professeur,Parti socialiste,21/03/1993,Parti socialiste
EL197_L_1993_03_089_01_1_PF_02,Yonne,vétérinaire,Union pour la démocratie française,21/03/1993,UDF
EL197_L_1993_03_089_01_1_PF_03,Yonne,non mentionné,Parti communiste français,21/03/1993,Parti communiste français
EL197_L_1993_03_089_01_1_PF_04,Yonne,enseignement,Ecologie les Verts,21/03/1993,Les Verts
EL197_L_1993_03_089_01_1_PF_05,Yonne,directeur école,Solidarité écologie gauche alternative,21/03/1993,Écologistes divers
