id,departement-nom,titulaire-profession,titulaire-soutien,date,titulaire-soutien-harmo
EL047_L_1968_06_007_03_2_PF_02,Ardèche,non mentionné,Progrès et démocratie moderne,30/06/1968,Centre réformateur / démocratie et progrès
EL047_L_1968_06_007_03_2_PF_03,Ardèche,non mentionné,Union des démocrates pour la Ve République,30/06/1968,UDR
EL047_L_1968_06_031_01_2_PF_01,Haute-Garonne,non mentionné,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_031_01_2_PF_02,Haute-Garonne,professeur honoraire Université,Fédération de la gauche démocrate et socialiste,30/06/1968,FGDS
EL047_L_1968_06_031_02_2_PF_01,Haute-Garonne,administrateur civil,Républicain indépendant de progrès,30/06/1968,Républicains indépendants
EL047_L_1968_06_031_02_2_PF_02,Haute-Garonne,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,30/06/1968,SFIO
EL047_L_1968_06_031_03_2_PF_01,Haute-Garonne,docteur,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_031_03_2_PF_02,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,30/06/1968,FGDS
EL047_L_1968_06_031_04_2_PF_01,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,30/06/1968,FGDS
EL047_L_1968_06_031_04_2_PF_02,Haute-Garonne,non mentionné,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_031_05_2_PF_01,Haute-Garonne,non mentionné,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_031_05_2_PF_02,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,30/06/1968,FGDS
EL047_L_1968_06_031_06_2_PF_01,Haute-Garonne,non mentionné,Fédération de la gauche démocrate et socialiste,30/06/1968,FGDS
EL047_L_1968_06_031_06_2_PF_02,Haute-Garonne,journaliste parlementaire,Républicains indépendants,30/06/1968,Républicains indépendants
EL047_L_1968_06_033_01_2_PF_01,Gironde,conseiller technique société,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_033_01_2_PF_02,Gironde,docteur,Fédération de la gauche démocrate et socialiste,30/06/1968,FGDS
EL047_L_1968_06_033_10_2_PF_01,Gironde,professeur,Fédération de la gauche démocrate et socialiste,30/06/1968,FGDS
EL047_L_1968_06_033_10_2_PF_02,Gironde,exploitant agricole,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_033_03_2_PF_01,Gironde,président-directeur général Société d'économie mixte d'Equipement et de Construction,Fédération de la gauche démocrate et socialiste,30/06/1968,FGDS
EL047_L_1968_06_033_03_2_PF_02,Gironde,docteur,Union des démocrates pour la Ve République,30/06/1968,UDR
EL047_L_1968_06_033_04_2_PF_01,Gironde,non mentionné,Parti socialiste Section française de l'Internationale ouvrière,30/06/1968,SFIO
EL047_L_1968_06_033_04_2_PF_02,Gironde,propriétaire viticulteur exploitant,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_033_05_2_PF_01,Gironde,non mentionné,Progrès et démocratie moderne,30/06/1968,Centre réformateur / démocratie et progrès
EL047_L_1968_06_033_05_2_PF_02,Gironde,ingénieur Ecole centrale,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_033_06_2_PF_01,Gironde,non mentionné,Fédération de la gauche démocrate et socialiste,30/06/1968,FGDS
EL047_L_1968_06_033_06_2_PF_02,Gironde,docteur,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_033_07_2_PF_01,Gironde,non mentionné,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_033_07_2_PF_02,Gironde,non mentionné,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_033_08_2_PF_01,Gironde,non mentionné,non mentionné,30/06/1968,Non mentionné
EL047_L_1968_06_033_08_2_PF_02,Gironde,directeur agence Aide sociale,libéral,30/06/1968,Libéraux / indépendants
EL050_L_1968_06_080_01_2_PF_01,Somme,opticien,non mentionné,30/06/1968,Non mentionné
EL050_L_1968_06_080_01_2_PF_02,Somme,non mentionné,Parti communiste français,30/06/1968,Parti communiste français
EL050_L_1968_06_080_03_2_PF_01,Somme,conseiller technique Ministère de l'Industrie,non mentionné,30/06/1968,Non mentionné
EL050_L_1968_06_080_03_2_PF_02,Somme,non mentionné,Fédération de la gauche,30/06/1968,FGDS
EL050_L_1968_06_080_04_2_PF_01,Somme,médecin Hôtel-Dieu,non mentionné,30/06/1968,Non mentionné
EL050_L_1968_06_080_04_2_PF_02,Somme,non mentionné,socialiste,30/06/1968,Parti socialiste
EL050_L_1968_06_089_01_2_PF_01,Yonne,conseiller Cour des comptes,non mentionné,30/06/1968,Non mentionné
EL050_L_1968_06_089_01_2_PF_02,Yonne,non mentionné,non mentionné,30/06/1968,Non mentionné
EL050_L_1968_06_089_03_2_PF_01,Yonne,minotier,non mentionné,30/06/1968,Non mentionné
EL050_L_1968_06_089_03_2_PF_02,Yonne,non mentionné,Parti communiste français,30/06/1968,Parti communiste français
EL065_L_1973_03_007_01_1_PF_01,Ardèche,non mentionné,Parti communiste français,04/03/1973,Parti communiste français
EL065_L_1973_03_007_01_1_PF_02,Ardèche,employé usine RPT,Parti socialiste unifié,04/03/1973,Parti socialiste unifié
EL065_L_1973_03_007_01_1_PF_03,Ardèche,docteur en chirurgie dentaire,Parti socialiste,04/03/1973,Parti socialiste
EL065_L_1973_03_007_01_1_PF_04,Ardèche,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL065_L_1973_03_007_01_1_PF_05,Ardèche,enseignant Université,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL065_L_1973_03_007_01_1_PF_06,Ardèche,non mentionné,Centre national des indépendants et paysans,04/03/1973,CNIP / Indépendants et paysans
EL065_L_1973_03_007_02_1_PF_01,Ardèche,ouvrier professionnel SAVIEM,Parti communiste français,04/03/1973,Parti communiste français
EL065_L_1973_03_007_02_1_PF_02,Ardèche,professeur agrégé lycée,Parti socialiste,04/03/1973,Parti socialiste
EL065_L_1973_03_007_02_1_PF_03,Ardèche,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL065_L_1973_03_007_02_1_PF_04,Ardèche,avocat Barreau,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL065_L_1973_03_007_03_1_PF_01,Ardèche,instituteur,Parti communiste français,04/03/1973,Parti communiste français
EL065_L_1973_03_007_03_1_PF_02,Ardèche,viticulteur,Parti socialiste,04/03/1973,Parti socialiste
EL065_L_1973_03_007_03_1_PF_03,Ardèche,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL065_L_1973_03_007_03_1_PF_04,Ardèche,docteur-vétérinaire,Centre Démocratie et Progrès,04/03/1973,Centre réformateur / démocratie et progrès
EL065_L_1973_03_007_03_1_PF_05,Ardèche,comptable agréé,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL065_L_1973_03_007_03_1_PF_06,Ardèche,écrivain,non mentionné,04/03/1973,Non mentionné
EL066_L_1973_03_031_01_1_PF_01,Haute-Garonne,non mentionné,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_031_01_1_PF_02,Haute-Garonne,non mentionné,Ligue communiste,04/03/1973,Ligue communiste révolutionnaire
EL066_L_1973_03_031_01_1_PF_03,Haute-Garonne,non mentionné,Parti socialiste unifié,04/03/1973,Parti socialiste unifié
EL066_L_1973_03_031_01_1_PF_04,Haute-Garonne,économiste,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_031_01_1_PF_05,Haute-Garonne,directeur technique,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_031_01_1_PF_06,Haute-Garonne,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_01_1_PF_07,Haute-Garonne,avocat Cour,Mouvement national progrès et liberté,04/03/1973,Droite national-conservatrice
EL066_L_1973_03_031_01_1_PF_08,Haute-Garonne,non mentionné,Centre des républicains libres,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_01_1_PF_09,Haute-Garonne,ingénieur Aérospatiale,Front national,04/03/1973,Front national
EL066_L_1973_03_031_02_1_PF_01,Haute-Garonne,dessinateur-topographe,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_031_02_1_PF_02,Haute-Garonne,enseignant Université,Organisation communiste internationaliste,04/03/1973,Organisation communiste internationaliste
EL066_L_1973_03_031_02_1_PF_03,Haute-Garonne,non mentionné,Ligue communiste,04/03/1973,Ligue communiste révolutionnaire
EL066_L_1973_03_031_02_1_PF_04,Haute-Garonne,technicien Travaux publics de l'Etat,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_031_02_1_PF_05,Haute-Garonne,avocat Cour,Réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_031_02_1_PF_06,Haute-Garonne,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_02_1_PF_07,Haute-Garonne,cadre commercial,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL066_L_1973_03_031_02_1_PF_08,Haute-Garonne,directeur agence de renseignements commerciaux et contentieux,Centre des républicains libres,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_03_1_PF_01,Haute-Garonne,non mentionné,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_031_03_1_PF_02,Haute-Garonne,programmeur-analyste,Lutte ouvrière,04/03/1973,Lutte ouvrière
EL066_L_1973_03_031_03_1_PF_03,Haute-Garonne,assistant Université,Parti socialiste unifié,04/03/1973,Parti socialiste unifié
EL066_L_1973_03_031_03_1_PF_04,Haute-Garonne,directeur Office public HLM ville,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_031_03_1_PF_05,Haute-Garonne,professeur agrégé Université,fédéraliste occitan et européen,04/03/1973,Régionaliste
EL066_L_1973_03_031_03_1_PF_06,Haute-Garonne,professeur agrégé Université,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_031_03_1_PF_07,Haute-Garonne,docteur,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_03_1_PF_08,Haute-Garonne,ingénieur constructions aéronautiques,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL066_L_1973_03_031_03_1_PF_09,Haute-Garonne,professeur,centristes,04/03/1973,Centre
EL066_L_1973_03_031_03_1_PF_10,Haute-Garonne,avocat,Centre national des indépendants,04/03/1973,CNIP / Indépendants et paysans
EL066_L_1973_03_031_03_1_PF_11,Haute-Garonne,conseil fiscal et juridique,centriste,04/03/1973,Centre
EL066_L_1973_03_031_04_1_PF_01,Haute-Garonne,ajusteur aéronautique,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_031_04_1_PF_02,Haute-Garonne,dessinateur industriel,Lutte ouvrière,04/03/1973,Lutte ouvrière
EL066_L_1973_03_031_04_1_PF_03,Haute-Garonne,non mentionné,socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_031_04_1_PF_04,Haute-Garonne,président société HLM,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_031_04_1_PF_05,Haute-Garonne,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_04_1_PF_06,Haute-Garonne,avocat Cour,Gauche Ve République,04/03/1973,Gauche non communiste
EL066_L_1973_03_031_04_1_PF_07,Haute-Garonne,ingénieur organisateur-conseil,Centre des républicains libres,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_05_1_PF_01,Haute-Garonne,cheminot,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_031_05_1_PF_02,Haute-Garonne,mécanicien-électricien,Lutte ouvrière,04/03/1973,Lutte ouvrière
EL066_L_1973_03_031_05_1_PF_03,Haute-Garonne,journaliste,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_031_05_1_PF_04,Haute-Garonne,non mentionné,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_031_05_1_PF_05,Haute-Garonne,non mentionné,non mentionné,04/03/1973,Non mentionné
EL066_L_1973_03_031_05_1_PF_06,Haute-Garonne,ingénieur Arts et Métiers,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL066_L_1973_03_031_06_1_PF_01,Haute-Garonne,sous-directeur collège d'enseignement secondaire,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_031_06_1_PF_02,Haute-Garonne,secrétaire,Lutte ouvrière,04/03/1973,Lutte ouvrière
EL066_L_1973_03_031_06_1_PF_03,Haute-Garonne,ouvrier,Parti socialiste unifié,04/03/1973,Parti socialiste unifié
EL066_L_1973_03_031_06_1_PF_04,Haute-Garonne,ingénieur Arts et Métiers,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_031_06_1_PF_05,Haute-Garonne,secrétaire général Commission nationale d'inventaire,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_031_06_1_PF_06,Haute-Garonne,journaliste parlementaire,Républicains indépendants,04/03/1973,Républicains indépendants
EL066_L_1973_03_033_01_1_PF_01,Gironde,cadre Sécurité sociale,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_01_1_PF_02,Gironde,non mentionné,Ligue communiste,04/03/1973,Ligue communiste révolutionnaire
EL066_L_1973_03_033_01_1_PF_03,Gironde,professeur,Parti socialiste unifié,04/03/1973,Parti socialiste unifié
EL066_L_1973_03_033_01_1_PF_04,Gironde,professeur finances publiques Université,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_033_01_1_PF_05,Gironde,non mentionné,Union des démocrates pour la République,04/03/1973,UDR
EL066_L_1973_03_033_01_1_PF_06,Gironde,gérant société,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_033_10_1_PF_01,Gironde,ouvrier,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_10_1_PF_02,Gironde,professeur,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_033_10_1_PF_03,Gironde,propriétaire exploitant,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_033_10_1_PF_04,Gironde,non mentionné,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_033_10_1_PF_05,Gironde,docteur,Indépendants et Paysans,04/03/1973,CNIP / Indépendants et paysans
EL066_L_1973_03_033_02_1_PF_01,Gironde,non mentionné,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_033_02_1_PF_02,Gironde,ouvrier aéronautique,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_02_1_PF_03,Gironde,éducateur spécialisé,Lutte ouvrière,04/03/1973,Lutte ouvrière
EL066_L_1973_03_033_02_1_PF_04,Gironde,non mentionné,non mentionné,04/03/1973,Non mentionné
EL066_L_1973_03_033_02_1_PF_05,Gironde,professeur agrégé Université,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_033_03_1_PF_01,Gironde,cadre commercial,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_03_1_PF_02,Gironde,,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_033_03_1_PF_03,Gironde,docteur en médecine,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_033_03_1_PF_04,Gironde,ophtalmologiste,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL066_L_1973_03_033_03_1_PF_05,Gironde,docteur,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_033_03_1_PF_06,Gironde,éditeur,Mouvement national progrès et liberté,04/03/1973,Droite national-conservatrice
EL066_L_1973_03_033_04_1_PF_01,Gironde,institutrice,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_04_1_PF_02,Gironde,ouvrier métallurgiste,Lutte ouvrière,04/03/1973,Lutte ouvrière
EL066_L_1973_03_033_04_1_PF_03,Gironde,institutrice,Parti socialiste unifié,04/03/1973,Parti socialiste unifié
EL066_L_1973_03_033_04_1_PF_04,Gironde,,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_033_04_1_PF_05,Gironde,avocat Cour,sans étiquette,04/03/1973,Sans parti
EL066_L_1973_03_033_04_1_PF_06,Gironde,chef d'entreprise,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL066_L_1973_03_033_04_1_PF_07,Gironde,avocat Barreau,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_033_04_1_PF_08,Gironde,artisan imprimeur,Union nationale des travailleurs indépendants,04/03/1973,Travailleurs indépendants
EL066_L_1973_03_033_05_1_PF_01,Gironde,cadre banque,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_05_1_PF_02,Gironde,docteur,Radicaux de gauche,04/03/1973,Mouvement des radicaux de gauche
EL066_L_1973_03_033_05_1_PF_03,Gironde,non mentionné,Centre Démocratie et Progrès,04/03/1973,Centre réformateur / démocratie et progrès
EL066_L_1973_03_033_05_1_PF_04,Gironde,médecin Travail,Mouvement national des élus locaux,04/03/1973,Élus locaux
EL066_L_1973_03_033_05_1_PF_05,Gironde,négociant viticulteur,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_033_06_1_PF_01,Gironde,employée,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_06_1_PF_02,Gironde,ouvrier métallurgiste,Lutte ouvrière,04/03/1973,Lutte ouvrière
EL066_L_1973_03_033_06_1_PF_03,Gironde,technicien,Parti socialiste unifié,04/03/1973,Parti socialiste unifié
EL066_L_1973_03_033_06_1_PF_04,Gironde,professeur délégué collège d'enseignement secondaire,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_033_06_1_PF_05,Gironde,docteur,non mentionné,04/03/1973,Non mentionné
EL066_L_1973_03_033_06_1_PF_06,Gironde,non mentionné,Parti social démocrate,04/03/1973,Socialiste indépendant / social-démocrate
EL066_L_1973_03_033_06_1_PF_07,Gironde,agent technique,Front national,04/03/1973,Front national
EL066_L_1973_03_033_07_1_PF_01,Gironde,ouvrier SNCF,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_07_1_PF_02,Gironde,employée PTT,Lutte ouvrière,04/03/1973,Lutte ouvrière
EL066_L_1973_03_033_07_1_PF_03,Gironde,non mentionné,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_033_07_1_PF_04,Gironde,lieutenant-colonel honoraire Infanterie de Marine,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_033_07_1_PF_05,Gironde,non mentionné,Centre national des indépendants et paysans,04/03/1973,CNIP / Indépendants et paysans
EL066_L_1973_03_033_07_1_PF_06,Gironde,chef d'entreprise,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL066_L_1973_03_033_07_1_PF_07,Gironde,non mentionné,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_033_08_1_PF_01,Gironde,arboriculteur,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_08_1_PF_02,Gironde,,Parti socialiste,04/03/1973,Parti socialiste
EL066_L_1973_03_033_08_1_PF_03,Gironde,non mentionné,Centre national des indépendants et paysans,04/03/1973,CNIP / Indépendants et paysans
EL066_L_1973_03_033_08_1_PF_04,Gironde,viticulteur,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL066_L_1973_03_033_09_1_PF_01,Gironde,docteur en médecine,Parti communiste français,04/03/1973,Parti communiste français
EL066_L_1973_03_033_09_1_PF_02,Gironde,ouvrier manutentionnaire,Lutte ouvrière,04/03/1973,Lutte ouvrière
EL066_L_1973_03_033_09_1_PF_03,Gironde,professeur histoire géographie,Gauche radicale,04/03/1973,Gauche radicale
EL066_L_1973_03_033_09_1_PF_04,Gironde,avocat,non mentionné,04/03/1973,Non mentionné
EL066_L_1973_03_033_09_1_PF_05,Gironde,non mentionné,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL066_L_1973_03_033_09_1_PF_06,Gironde,cadre métallurgie,Parti social démocrate,04/03/1973,Socialiste indépendant / social-démocrate
EL066_L_1973_03_033_09_1_PF_07,Gironde,économiste,indépendants,04/03/1973,Indépendant
EL066_L_1973_03_033_09_1_PF_08,Gironde,avocat honoraire Cour d'Appel,Front national,04/03/1973,Front national
EL067_L_1973_03_055_01_1_PF_01,Meuse,contrôleur PTT,Parti socialiste unifié,04/03/1973,Parti socialiste unifié
EL067_L_1973_03_055_01_1_PF_02,Meuse,chef de service Inspection académique,Parti communiste français,04/03/1973,Parti communiste français
EL067_L_1973_03_055_01_1_PF_03,Meuse,non mentionné,Parti socialiste,04/03/1973,Parti socialiste
EL067_L_1973_03_055_01_1_PF_04,Meuse,industriel,indépendant,04/03/1973,Indépendant
EL067_L_1973_03_055_01_1_PF_05,Meuse,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL067_L_1973_03_055_01_1_PF_06,Meuse,non mentionné,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL067_L_1973_03_055_02_1_PF_01,Meuse,directeur école,Parti communiste français,04/03/1973,Parti communiste français
EL067_L_1973_03_055_02_1_PF_02,Meuse,conseiller pédagogique,Parti socialiste,04/03/1973,Parti socialiste
EL067_L_1973_03_055_02_1_PF_03,Meuse,non mentionné,Républicains indépendants,04/03/1973,Républicains indépendants
EL067_L_1973_03_055_02_1_PF_04,Meuse,hôtellerie,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL069_L_1973_03_080_01_1_PF_01,Somme,non mentionné,Parti communiste français,04/03/1973,Parti communiste français
EL069_L_1973_03_080_01_1_PF_02,Somme,docteur,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL069_L_1973_03_080_01_1_PF_03,Somme,institutrice,Parti socialiste unifié,04/03/1973,Parti socialiste unifié
EL069_L_1973_03_080_01_1_PF_04,Somme,non mentionné,socialiste indépendant,04/03/1973,Socialiste indépendant / social-démocrate
EL069_L_1973_03_080_01_1_PF_05,Somme,assureur technique,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL069_L_1973_03_080_01_1_PF_06,Somme,non mentionné,Parti socialiste,04/03/1973,Parti socialiste
EL069_L_1973_03_080_01_1_PF_07,Somme,avocat Cour,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL069_L_1973_03_080_01_1_PF_08,Somme,non mentionné,Ligue communiste,04/03/1973,Ligue communiste révolutionnaire
EL069_L_1973_03_080_02_1_PF_01,Somme,technicien Ponts et Chaussées,Parti communiste français,04/03/1973,Parti communiste français
EL069_L_1973_03_080_02_1_PF_02,Somme,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL069_L_1973_03_080_02_1_PF_03,Somme,avocat Cour,Parti socialiste,04/03/1973,Parti socialiste
EL069_L_1973_03_080_02_1_PF_04,Somme,cadre juridique,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL069_L_1973_03_080_02_1_PF_05,Somme,directeur service Information Chambre de commerce internationale,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL069_L_1973_03_080_02_1_PF_06,Somme,avocat Cour,gaulliste d'opposition,04/03/1973,Gaullistes indépendants
EL069_L_1973_03_080_03_1_PF_01,Somme,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL069_L_1973_03_080_03_1_PF_02,Somme,assistant Faculté de Droit,Parti socialiste,04/03/1973,Parti socialiste
EL069_L_1973_03_080_03_1_PF_03,Somme,avocat Cour,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL069_L_1973_03_080_03_1_PF_04,Somme,agent technique,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL069_L_1973_03_080_03_1_PF_05,Somme,SNCF,Parti communiste français,04/03/1973,Parti communiste français
EL069_L_1973_03_080_04_1_PF_01,Somme,professeur,Parti communiste français,04/03/1973,Parti communiste français
EL069_L_1973_03_080_04_1_PF_02,Somme,non mentionné,Parti socialiste,04/03/1973,Parti socialiste
EL069_L_1973_03_080_04_1_PF_03,Somme,non mentionné,socialiste,04/03/1973,Parti socialiste
EL069_L_1973_03_080_04_1_PF_04,Somme,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL069_L_1973_03_080_05_1_PF_01,Somme,non mentionné,Radical de gauche,04/03/1973,Mouvement des radicaux de gauche
EL069_L_1973_03_080_05_1_PF_02,Somme,exploitant agricole,Alliance républicaine indépendante et libérale,04/03/1973,Libéraux / indépendants
EL069_L_1973_03_080_05_1_PF_03,Somme,instituteur,Parti socialiste,04/03/1973,Parti socialiste
EL069_L_1973_03_080_05_1_PF_04,Somme,professeur,Parti communiste français,04/03/1973,Parti communiste français
EL069_L_1973_03_080_05_1_PF_05,Somme,non mentionné,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL069_L_1973_03_080_05_1_PF_06,Somme,ingénieur Ponts et Chaussées,non mentionné,04/03/1973,Non mentionné
EL069_L_1973_03_080_05_1_PF_07,Somme,non mentionné,Union des républicains de progrès,04/03/1973,Droite républicaine / gaulliste
EL069_L_1973_03_089_01_1_PF_01,Yonne,journaliste,Mouvement réformateur,04/03/1973,Mouvement réformateur
EL069_L_1973_03_089_01_1_PF_02,Yonne,professeur lycée technique,Parti socialiste,04/03/1973,Parti socialiste
EL069_L_1973_03_089_01_1_PF_03,Yonne,non mentionné,Ligue communiste,04/03/1973,Ligue communiste révolutionnaire
EL069_L_1973_03_089_01_1_PF_04,Yonne,technicien,Parti communiste français,04/03/1973,Parti communiste français
EL069_L_1973_03_089_02_1_PF_01,Yonne,professeur lettres,Parti socialiste,04/03/1973,Parti socialiste
EL069_L_1973_03_089_02_1_PF_02,Yonne,agriculteur,Parti communiste français,04/03/1973,Parti communiste français
EL069_L_1973_03_089_03_1_PF_01,Yonne,non mentionné,indépendant,04/03/1973,Indépendant
EL069_L_1973_03_089_03_1_PF_02,Yonne,professeur,Parti communiste français,04/03/1973,Parti communiste français
EL069_L_1973_03_089_03_1_PF_03,Yonne,industrie produits pharmaceutiques vétérinaires,Parti socialiste,04/03/1973,Parti socialiste
EL065_L_1973_03_007_01_2_PF_01,Ardèche,non mentionné,Fédération socialiste,11/03/1973,Socialiste indépendant / social-démocrate
EL065_L_1973_03_007_01_2_PF_02,Ardèche,non mentionné,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL065_L_1973_03_007_02_2_PF_01,Ardèche,professeur agrégé lycée,Parti socialiste,11/03/1973,Parti socialiste
EL065_L_1973_03_007_02_2_PF_02,Ardèche,non mentionné,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL065_L_1973_03_007_03_2_PF_01,Ardèche,non mentionné,Fédération socialiste,11/03/1973,Socialiste indépendant / social-démocrate
EL065_L_1973_03_007_03_2_PF_02,Ardèche,non mentionné,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_01_2_PF_01,Haute-Garonne,économiste,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_031_01_2_PF_02,Haute-Garonne,non mentionné,non mentionné,11/03/1973,Non mentionné
EL066_L_1973_03_031_02_2_PF_01,Haute-Garonne,technicien Travaux publics de l'Etat,non mentionné,11/03/1973,Non mentionné
EL066_L_1973_03_031_02_2_PF_02,Haute-Garonne,non mentionné,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_03_2_PF_01,Haute-Garonne,directeur Office public HLM ville,Parti socialiste,11/03/1973,Parti socialiste
